
param Generacion :=
11 12 12 0.9137
11 12 13 0.9787
11 12 14 0.8828
11 12 15 0.9198
11 12 16 0.7214
11 12 17 0.4771
11 12 18 0.3286
11 12 19 0.1095
11 12 20 0.0
11 12 21 0.0
11 12 22 0.0
11 12 23 0.0
11 12 24 0.0
11 13 1 0.0
11 13 2 0.0
11 13 3 0.0
11 13 4 0.0
11 13 5 0.0
11 13 6 0.093
11 13 7 0.277
11 13 8 0.511
11 13 9 0.6888
11 13 10 0.8748
11 13 11 0.9568
11 13 12 0.9446
11 13 13 0.9074
11 13 14 1.006
11 13 15 0.8942
11 13 16 0.6455
11 13 17 0.5493
11 13 18 0.2774
11 13 19 0.1094
11 13 20 0.0
11 13 21 0.0
11 13 22 0.0
11 13 23 0.0
11 13 24 0.0
11 14 1 0.0
11 14 2 0.0
11 14 3 0.0
11 14 4 0.0
11 14 5 0.0
11 14 6 0.0919
11 14 7 0.3246
11 14 8 0.538
11 14 9 0.7509
11 14 10 0.8201
11 14 11 0.8686
11 14 12 0.9599
11 14 13 1.036
11 14 14 1.0066
11 14 15 0.8479
11 14 16 0.7486
11 14 17 0.5438
11 14 18 0.275
11 14 19 0.0994
11 14 20 0.0
11 14 21 0.0
11 14 22 0.0
11 14 23 0.0
11 14 24 0.0
11 15 1 0.0
11 15 2 0.0
11 15 3 0.0
11 15 4 0.0
11 15 5 0.0
11 15 6 0.0959
11 15 7 0.3196
11 15 8 0.4896
11 15 9 0.7458
11 15 10 0.7967
11 15 11 1.0117
11 15 12 0.9386
11 15 13 0.9337
11 15 14 1.0103
11 15 15 0.8997
11 15 16 0.7049
11 15 17 0.5472
11 15 18 0.2774
11 15 19 0.1046
11 15 20 0.0
11 15 21 0.0
11 15 22 0.0
11 15 23 0.0
11 15 24 0.0
11 16 1 0.0
11 16 2 0.0
11 16 3 0.0
11 16 4 0.0
11 16 5 0.0
11 16 6 0.1083
11 16 7 0.3143
11 16 8 0.4505
11 16 9 0.7192
11 16 10 0.9016
11 16 11 0.879
11 16 12 0.9543
11 16 13 1.0273
11 16 14 0.9794
11 16 15 0.8507
11 16 16 0.758
11 16 17 0.537
11 16 18 0.2909
11 16 19 0.1084
11 16 20 0.0
11 16 21 0.0
11 16 22 0.0
11 16 23 0.0
11 16 24 0.0
11 17 1 0.0
11 17 2 0.0
11 17 3 0.0
11 17 4 0.0
11 17 5 0.0
11 17 6 0.1008
11 17 7 0.277
11 17 8 0.5456
11 17 9 0.7213
11 17 10 0.8563
11 17 11 0.8919
11 17 12 1.0075
11 17 13 1.0195
11 17 14 0.8883
11 17 15 0.9012
11 17 16 0.7606
11 17 17 0.4782
11 17 18 0.2961
11 17 19 0.1038
11 17 20 0.0
11 17 21 0.0
11 17 22 0.0
11 17 23 0.0
11 17 24 0.0
11 18 1 0.0
11 18 2 0.0
11 18 3 0.0
11 18 4 0.0
11 18 5 0.0
11 18 6 0.1054
11 18 7 0.299
11 18 8 0.4779
11 18 9 0.6801
11 18 10 0.8216
11 18 11 0.9003
11 18 12 1.0979
11 18 13 0.9015
11 18 14 0.9253
11 18 15 0.7892
11 18 16 0.7045
11 18 17 0.4954
11 18 18 0.3158
11 18 19 0.0937
11 18 20 0.0
11 18 21 0.0
11 18 22 0.0
11 18 23 0.0
11 18 24 0.0
11 19 1 0.0
11 19 2 0.0
11 19 3 0.0
11 19 4 0.0
11 19 5 0.0
11 19 6 0.0992
11 19 7 0.3039
11 19 8 0.4906
11 19 9 0.6708
11 19 10 0.9244
11 19 11 1.0105
11 19 12 0.9371
11 19 13 0.9566
11 19 14 0.9769
11 19 15 0.8928
11 19 16 0.6923
11 19 17 0.4711
11 19 18 0.3114
11 19 19 0.0961
11 19 20 0.0
11 19 21 0.0
11 19 22 0.0
11 19 23 0.0
11 19 24 0.0
11 20 1 0.0
11 20 2 0.0
11 20 3 0.0
11 20 4 0.0
11 20 5 0.0
11 20 6 0.0987
11 20 7 0.2832
11 20 8 0.4944
11 20 9 0.6546
11 20 10 0.7775
11 20 11 0.9688
11 20 12 0.9721
11 20 13 1.0388
11 20 14 0.903
11 20 15 0.7971
11 20 16 0.7348
11 20 17 0.5319
11 20 18 0.2879
11 20 19 0.1036
11 20 20 0.0
11 20 21 0.0
11 20 22 0.0
11 20 23 0.0
11 20 24 0.0
11 21 1 0.0
11 21 2 0.0
11 21 3 0.0
11 21 4 0.0
11 21 5 0.0
11 21 6 0.0952
11 21 7 0.3169
11 21 8 0.5137
11 21 9 0.6386
11 21 10 0.837
11 21 11 0.8725
11 21 12 1.0026
11 21 13 0.9534
11 21 14 0.9441
11 21 15 0.9211
11 21 16 0.7028
11 21 17 0.544
11 21 18 0.2958
11 21 19 0.1059
11 21 20 0.0
11 21 21 0.0
11 21 22 0.0
11 21 23 0.0
11 21 24 0.0
11 22 1 0.0
11 22 2 0.0
11 22 3 0.0
11 22 4 0.0
11 22 5 0.0
11 22 6 0.0983
11 22 7 0.3168
11 22 8 0.5143
11 22 9 0.6445
11 22 10 0.9172
11 22 11 1.0175
11 22 12 0.9253
11 22 13 0.9285
11 22 14 0.9386
11 22 15 0.8793
11 22 16 0.7305
11 22 17 0.5226
11 22 18 0.2712
11 22 19 0.0999
11 22 20 0.0
11 22 21 0.0
11 22 22 0.0
11 22 23 0.0
11 22 24 0.0
11 23 1 0.0
11 23 2 0.0
11 23 3 0.0
11 23 4 0.0
11 23 5 0.0
11 23 6 0.0972
11 23 7 0.3277
11 23 8 0.5031
11 23 9 0.7287
11 23 10 0.9044
11 23 11 1.0066
11 23 12 0.9823
11 23 13 0.9852
11 23 14 0.9573
11 23 15 0.8591
11 23 16 0.7662
11 23 17 0.5491
11 23 18 0.3233
11 23 19 0.1045
11 23 20 0.0
11 23 21 0.0
11 23 22 0.0
11 23 23 0.0
11 23 24 0.0
11 24 1 0.0
11 24 2 0.0
11 24 3 0.0
11 24 4 0.0
11 24 5 0.0
11 24 6 0.0916
11 24 7 0.2773
11 24 8 0.4893
11 24 9 0.705
11 24 10 0.8368
11 24 11 1.0447
11 24 12 1.0894
11 24 13 1.0357
11 24 14 0.905
11 24 15 0.7787
11 24 16 0.7001
11 24 17 0.5053
11 24 18 0.2926
11 24 19 0.1029
11 24 20 0.0
11 24 21 0.0
11 24 22 0.0
11 24 23 0.0
11 24 24 0.0
11 25 1 0.0
11 25 2 0.0
11 25 3 0.0
11 25 4 0.0
11 25 5 0.0
11 25 6 0.0976
11 25 7 0.2779
11 25 8 0.4994
11 25 9 0.6343
11 25 10 0.8124
11 25 11 0.952
11 25 12 1.0205
11 25 13 1.0213
11 25 14 0.962
11 25 15 0.7744
11 25 16 0.7511
11 25 17 0.4737
11 25 18 0.3185
11 25 19 0.0926
11 25 20 0.0
11 25 21 0.0
11 25 22 0.0
11 25 23 0.0
11 25 24 0.0
11 26 1 0.0
11 26 2 0.0
11 26 3 0.0
11 26 4 0.0
11 26 5 0.0
11 26 6 0.1031
11 26 7 0.3275
11 26 8 0.4838
11 26 9 0.7154
11 26 10 0.8658
11 26 11 0.9227
11 26 12 0.9791
11 26 13 0.9932
11 26 14 1.0097
11 26 15 0.8686
11 26 16 0.6979
11 26 17 0.5486
11 26 18 0.2883
11 26 19 0.0998
11 26 20 0.0
11 26 21 0.0
11 26 22 0.0
11 26 23 0.0
11 26 24 0.0
11 27 1 0.0
11 27 2 0.0
11 27 3 0.0
11 27 4 0.0
11 27 5 0.0
11 27 6 0.1081
11 27 7 0.3154
11 27 8 0.4947
11 27 9 0.6447
11 27 10 0.7999
11 27 11 0.9472
11 27 12 0.9466
11 27 13 0.9622
11 27 14 0.8282
11 27 15 0.922
11 27 16 0.6993
11 27 17 0.4947
11 27 18 0.2914
11 27 19 0.1033
11 27 20 0.0
11 27 21 0.0
11 27 22 0.0
11 27 23 0.0
11 27 24 0.0
11 28 1 0.0
11 28 2 0.0
11 28 3 0.0
11 28 4 0.0
11 28 5 0.0
11 28 6 0.0923
11 28 7 0.3113
11 28 8 0.52
11 28 9 0.6648
11 28 10 0.9306
11 28 11 0.9184
11 28 12 1.0295
11 28 13 0.9306
11 28 14 0.8677
11 28 15 0.9326
11 28 16 0.6451
11 28 17 0.5195
11 28 18 0.2816
11 28 19 0.0988
11 28 20 0.0
11 28 21 0.0
11 28 22 0.0
11 28 23 0.0
11 28 24 0.0
11 29 1 0.0
11 29 2 0.0
11 29 3 0.0
11 29 4 0.0
11 29 5 0.0
11 29 6 0.0982
11 29 7 0.2892
11 29 8 0.5126
11 29 9 0.6322
11 29 10 0.9252
11 29 11 0.9929
11 29 12 1.0175
11 29 13 1.0563
11 29 14 0.9542
11 29 15 0.9107
11 29 16 0.6697
11 29 17 0.5167
11 29 18 0.2923
11 29 19 0.0966
11 29 20 0.0
11 29 21 0.0
11 29 22 0.0
11 29 23 0.0
11 29 24 0.0
11 30 1 0.0
11 30 2 0.0
11 30 3 0.0
11 30 4 0.0
11 30 5 0.0
11 30 6 0.1004
11 30 7 0.2789
11 30 8 0.5457
11 30 9 0.7156
11 30 10 0.9193
11 30 11 0.8609
11 30 12 0.9876
11 30 13 1.0419
11 30 14 0.8362
11 30 15 0.8717
11 30 16 0.6896
11 30 17 0.5261
11 30 18 0.276
11 30 19 0.1034
11 30 20 0.0
11 30 21 0.0
11 30 22 0.0
11 30 23 0.0
11 30 24 0.0
11 31 1 0.0
11 31 2 0.0
11 31 3 0.0
11 31 4 0.0
11 31 5 0.0
11 31 6 0.1039
11 31 7 0.3292
11 31 8 0.5197
11 31 9 0.6834
11 31 10 0.8704
11 31 11 0.9027
11 31 12 0.9367
11 31 13 0.8948
11 31 14 0.9965
11 31 15 0.8106
11 31 16 0.6515
11 31 17 0.5239
11 31 18 0.2781
11 31 19 0.1045
11 31 20 0.0
11 31 21 0.0
11 31 22 0.0
11 31 23 0.0
11 31 24 0.0
11 32 1 0.0
11 32 2 0.0
11 32 3 0.0
11 32 4 0.0
11 32 5 0.0
11 32 6 0.0987
11 32 7 0.2969
11 32 8 0.4712
11 32 9 0.7515
11 32 10 0.8686
11 32 11 1.0366
11 32 12 0.9258
11 32 13 0.95
11 32 14 0.9535
11 32 15 0.8176
11 32 16 0.6445
11 32 17 0.5078
11 32 18 0.2926
11 32 19 0.093
11 32 20 0.0
11 32 21 0.0
11 32 22 0.0
11 32 23 0.0
11 32 24 0.0
11 33 1 0.0
11 33 2 0.0
11 33 3 0.0
11 33 4 0.0
11 33 5 0.0
11 33 6 0.0934
11 33 7 0.3164
11 33 8 0.4648
11 33 9 0.705
11 33 10 0.8418
11 33 11 0.9031
11 33 12 0.9603
11 33 13 0.9737
11 33 14 0.9051
11 33 15 0.7928
11 33 16 0.7446
11 33 17 0.5373
11 33 18 0.3138
11 33 19 0.1029
11 33 20 0.0
11 33 21 0.0
11 33 22 0.0
11 33 23 0.0
11 33 24 0.0
12 2 1 0.0
12 2 2 0.0
12 2 3 0.0
12 2 4 0.0
12 2 5 0.0
12 2 6 0.1068
12 2 7 0.3065
12 2 8 0.5267
12 2 9 0.7586
12 2 10 0.9007
12 2 11 0.883
12 2 12 1.0312
12 2 13 1.006
12 2 14 0.8917
12 2 15 0.8957
12 2 16 0.6851
12 2 17 0.4557
12 2 18 0.3192
12 2 19 0.1056
12 2 20 0.0
12 2 21 0.0
12 2 22 0.0
12 2 23 0.0
12 2 24 0.0
12 3 1 0.0
12 3 2 0.0
12 3 3 0.0
12 3 4 0.0
12 3 5 0.0
12 3 6 0.0974
12 3 7 0.3081
12 3 8 0.4633
12 3 9 0.7423
12 3 10 0.7735
12 3 11 0.9685
12 3 12 1.011
12 3 13 1.0076
12 3 14 1.0048
12 3 15 0.78
12 3 16 0.7264
12 3 17 0.4553
12 3 18 0.291
12 3 19 0.1074
12 3 20 0.0
12 3 21 0.0
12 3 22 0.0
12 3 23 0.0
12 3 24 0.0
12 4 1 0.0
12 4 2 0.0
12 4 3 0.0
12 4 4 0.0
12 4 5 0.0
12 4 6 0.0959
12 4 7 0.2989
12 4 8 0.4624
12 4 9 0.7129
12 4 10 0.8305
12 4 11 1.0029
12 4 12 1.0957
12 4 13 0.925
12 4 14 0.9954
12 4 15 0.7853
12 4 16 0.6998
12 4 17 0.4823
12 4 18 0.27
12 4 19 0.0905
12 4 20 0.0
12 4 21 0.0
12 4 22 0.0
12 4 23 0.0
12 4 24 0.0
12 5 1 0.0
12 5 2 0.0
12 5 3 0.0
12 5 4 0.0
12 5 5 0.0
12 5 6 0.1071
12 5 7 0.3136
12 5 8 0.4547
12 5 9 0.6336
12 5 10 0.7721
12 5 11 0.9873
12 5 12 1.0856
12 5 13 0.8834
12 5 14 0.9427
12 5 15 0.8026
12 5 16 0.6849
12 5 17 0.4876
12 5 18 0.2866
12 5 19 0.1086
12 5 20 0.0
12 5 21 0.0
12 5 22 0.0
12 5 23 0.0
12 5 24 0.0
12 6 1 0.0
12 6 2 0.0
12 6 3 0.0
12 6 4 0.0
12 6 5 0.0
12 6 6 0.0953
12 6 7 0.2736
12 6 8 0.4518
12 6 9 0.6565
12 6 10 0.8562
12 6 11 0.9127
12 6 12 1.0538
12 6 13 0.9394
12 6 14 0.9283
12 6 15 0.9047
12 6 16 0.7545
12 6 17 0.5121
12 6 18 0.2881
12 6 19 0.1019
12 6 20 0.0
12 6 21 0.0
12 6 22 0.0
12 6 23 0.0
12 6 24 0.0
12 7 1 0.0
12 7 2 0.0
12 7 3 0.0
12 7 4 0.0
12 7 5 0.0
12 7 6 0.104
12 7 7 0.312
12 7 8 0.52
12 7 9 0.645
12 7 10 0.9273
12 7 11 0.9766
12 7 12 0.908
12 7 13 1.0592
12 7 14 0.9689
12 7 15 0.8536
12 7 16 0.7142
12 7 17 0.5318
12 7 18 0.2724
12 7 19 0.0913
12 7 20 0.0
12 7 21 0.0
12 7 22 0.0
12 7 23 0.0
12 7 24 0.0
12 8 1 0.0
12 8 2 0.0
12 8 3 0.0
12 8 4 0.0
12 8 5 0.0
12 8 6 0.0961
12 8 7 0.3195
12 8 8 0.5365
12 8 9 0.7471
12 8 10 0.819
12 8 11 0.9571
12 8 12 1.0457
12 8 13 1.0774
12 8 14 0.9297
12 8 15 0.8689
12 8 16 0.6475
12 8 17 0.455
12 8 18 0.3102
12 8 19 0.0927
12 8 20 0.0
12 8 21 0.0
12 8 22 0.0
12 8 23 0.0
12 8 24 0.0
12 9 1 0.0
12 9 2 0.0
12 9 3 0.0
12 9 4 0.0
12 9 5 0.0
12 9 6 0.0986
12 9 7 0.2765
12 9 8 0.476
12 9 9 0.6733
12 9 10 0.7784
12 9 11 0.9189
12 9 12 0.9233
12 9 13 1.0214
12 9 14 0.9276
12 9 15 0.8353
12 9 16 0.7421
12 9 17 0.5228
12 9 18 0.3098
12 9 19 0.1077
12 9 20 0.0
12 9 21 0.0
12 9 22 0.0
12 9 23 0.0
12 9 24 0.0
12 10 1 0.0
12 10 2 0.0
12 10 3 0.0
12 10 4 0.0
12 10 5 0.0
12 10 6 0.0909
12 10 7 0.3089
12 10 8 0.5071
12 10 9 0.6612
12 10 10 0.8942
12 10 11 0.9312
12 10 12 0.9225
12 10 13 1.0699
12 10 14 0.992
12 10 15 0.8367
12 10 16 0.7522
12 10 17 0.5259
12 10 18 0.3002
12 10 19 0.1036
12 10 20 0.0
12 10 21 0.0
12 10 22 0.0
12 10 23 0.0
12 10 24 0.0
12 11 1 0.0
12 11 2 0.0
12 11 3 0.0
12 11 4 0.0
12 11 5 0.0
12 11 6 0.0989
12 11 7 0.2873
12 11 8 0.4706
12 11 9 0.6619
12 11 10 0.847
12 11 11 0.9399
12 11 12 1.0318
12 11 13 0.8953
12 11 14 0.9635
12 11 15 0.9259
12 11 16 0.6598
12 11 17 0.5023
12 11 18 0.3279
12 11 19 0.1074
12 11 20 0.0
12 11 21 0.0
12 11 22 0.0
12 11 23 0.0
12 11 24 0.0
12 12 1 0.0
12 12 2 0.0
12 12 3 0.0
12 12 4 0.0
12 12 5 0.0
12 12 6 0.0984
12 12 7 0.3289
12 12 8 0.5202
12 12 9 0.7304
12 12 10 0.8537
12 12 11 0.8739
12 12 12 0.9866
12 12 13 0.9346
12 12 14 1.0022
12 12 15 0.8972
12 12 16 0.6785
12 12 17 0.4992
12 12 18 0.3189
12 12 19 0.0954
12 12 20 0.0
12 12 21 0.0
12 12 22 0.0
12 12 23 0.0
12 12 24 0.0
12 13 1 0.0
12 13 2 0.0
12 13 3 0.0
12 13 4 0.0
12 13 5 0.0
12 13 6 0.1002
12 13 7 0.2962
12 13 8 0.4651
12 13 9 0.6804
12 13 10 0.7665
12 13 11 0.9886
12 13 12 1.0513
12 13 13 1.012
12 13 14 0.869
12 13 15 0.9334
12 13 16 0.7303
12 13 17 0.4851
12 13 18 0.3243
12 13 19 0.1075
12 13 20 0.0
12 13 21 0.0
12 13 22 0.0
12 13 23 0.0
12 13 24 0.0
12 14 1 0.0
12 14 2 0.0
12 14 3 0.0
12 14 4 0.0
12 14 5 0.0
12 14 6 0.1092
12 14 7 0.3138
12 14 8 0.5438
12 14 9 0.7082
12 14 10 0.7848
12 14 11 0.8841
12 14 12 1.0113
12 14 13 0.9939
12 14 14 0.8415
12 14 15 0.9039
12 14 16 0.7149
12 14 17 0.4645
12 14 18 0.3224
12 14 19 0.1068
12 14 20 0.0
12 14 21 0.0
12 14 22 0.0
12 14 23 0.0
12 14 24 0.0
12 15 1 0.0
12 15 2 0.0
12 15 3 0.0
12 15 4 0.0
12 15 5 0.0
12 15 6 0.1073
12 15 7 0.2808
12 15 8 0.5405
12 15 9 0.6664
12 15 10 0.7766
12 15 11 0.8708
12 15 12 0.9784
12 15 13 0.9644
12 15 14 0.9087
12 15 15 0.9082
12 15 16 0.7314
12 15 17 0.4551
12 15 18 0.3054
12 15 19 0.1009
12 15 20 0.0
12 15 21 0.0
12 15 22 0.0
12 15 23 0.0
12 15 24 0.0
12 16 1 0.0
12 16 2 0.0
12 16 3 0.0
12 16 4 0.0
12 16 5 0.0
12 16 6 0.1038
12 16 7 0.29
12 16 8 0.474
12 16 9 0.6374
12 16 10 0.8911
12 16 11 0.8709
12 16 12 1.0394
12 16 13 1.048
12 16 14 0.8747
12 16 15 0.8287
12 16 16 0.6566
12 16 17 0.5173
12 16 18 0.298
12 16 19 0.1056
12 16 20 0.0
12 16 21 0.0
12 16 22 0.0
12 16 23 0.0
12 16 24 0.0
12 17 1 0.0
12 17 2 0.0
12 17 3 0.0
12 17 4 0.0
12 17 5 0.0
12 17 6 0.0979
12 17 7 0.2894
12 17 8 0.4811
12 17 9 0.6352
12 17 10 0.9343
12 17 11 0.9435
12 17 12 1.0552
12 17 13 0.9029
12 17 14 0.8394
12 17 15 0.7897
12 17 16 0.7514
12 17 17 0.464
12 17 18 0.2708
12 17 19 0.1004
12 17 20 0.0
12 17 21 0.0
12 17 22 0.0
12 17 23 0.0
12 17 24 0.0
12 18 1 0.0
12 18 2 0.0
12 18 3 0.0
12 18 4 0.0
12 18 5 0.0
12 18 6 0.1016
12 18 7 0.308
12 18 8 0.5195
12 18 9 0.7148
12 18 10 0.8543
12 18 11 1.0053
12 18 12 1.0921
12 18 13 0.9243
12 18 14 0.9107
12 18 15 0.8045
12 18 16 0.7012
12 18 17 0.5467
12 18 18 0.3263
12 18 19 0.0994
12 18 20 0.0
12 18 21 0.0
12 18 22 0.0
12 18 23 0.0
12 18 24 0.0
12 19 1 0.0
12 19 2 0.0
12 19 3 0.0
12 19 4 0.0
12 19 5 0.0
12 19 6 0.0912
12 19 7 0.3264
12 19 8 0.5201
12 19 9 0.6905
12 19 10 0.9173
12 19 11 0.8912
12 19 12 1.0012
12 19 13 1.0655
12 19 14 0.8925
12 19 15 0.9138
12 19 16 0.6761
12 19 17 0.4901
12 19 18 0.2752
12 19 19 0.0953
12 19 20 0.0
12 19 21 0.0
12 19 22 0.0
12 19 23 0.0
12 19 24 0.0
12 20 1 0.0
12 20 2 0.0
12 20 3 0.0
12 20 4 0.0
12 20 5 0.0
12 20 6 0.1052
12 20 7 0.329
12 20 8 0.4653
12 20 9 0.657
12 20 10 0.7899
12 20 11 0.9544
12 20 12 0.9078
12 20 13 0.9388
12 20 14 0.9454
12 20 15 0.7708
12 20 16 0.7602
12 20 17 0.4936
12 20 18 0.3103
12 20 19 0.0949
12 20 20 0.0
12 20 21 0.0
12 20 22 0.0
12 20 23 0.0
12 20 24 0.0
12 21 1 0.0
12 21 2 0.0
12 21 3 0.0
12 21 4 0.0
12 21 5 0.0
12 21 6 0.1077
12 21 7 0.2783
12 21 8 0.458
12 21 9 0.7196
12 21 10 0.9109
12 21 11 0.9005
12 21 12 0.9898
12 21 13 0.9587
12 21 14 0.9289
12 21 15 0.7717
12 21 16 0.7669
12 21 17 0.5034
12 21 18 0.32
12 21 19 0.1059
12 21 20 0.0
12 21 21 0.0
12 21 22 0.0
12 21 23 0.0
12 21 24 0.0
12 22 1 0.0
12 22 2 0.0
12 22 3 0.0
12 22 4 0.0
12 22 5 0.0
12 22 6 0.1
12 22 7 0.2845
12 22 8 0.522
12 22 9 0.6836
12 22 10 0.8966
12 22 11 0.8795
12 22 12 1.0639
12 22 13 0.9814
12 22 14 0.9688
12 22 15 0.8594
12 22 16 0.7623
12 22 17 0.5084
12 22 18 0.3252
12 22 19 0.0968
12 22 20 0.0
12 22 21 0.0
12 22 22 0.0
12 22 23 0.0
12 22 24 0.0
12 23 1 0.0
12 23 2 0.0
12 23 3 0.0
12 23 4 0.0
12 23 5 0.0
12 23 6 0.108
12 23 7 0.3185
12 23 8 0.4811
12 23 9 0.7408
12 23 10 0.8598
12 23 11 1.0035
12 23 12 0.9375
12 23 13 0.9418
12 23 14 0.9088
12 23 15 0.7953
12 23 16 0.7503
12 23 17 0.5007
12 23 18 0.3217
12 23 19 0.0982
12 23 20 0.0
12 23 21 0.0
12 23 22 0.0
12 23 23 0.0
12 23 24 0.0
12 24 1 0.0
12 24 2 0.0
12 24 3 0.0
12 24 4 0.0
12 24 5 0.0
12 24 6 0.1098
12 24 7 0.2915
12 24 8 0.4716
12 24 9 0.7518
12 24 10 0.7779
12 24 11 1.0292
12 24 12 0.9479
12 24 13 0.9971
12 24 14 0.9823
12 24 15 0.8417
12 24 16 0.7628
12 24 17 0.4913
12 24 18 0.2782
12 24 19 0.1048
12 24 20 0.0
12 24 21 0.0
12 24 22 0.0
12 24 23 0.0
12 24 24 0.0
12 25 1 0.0
12 25 2 0.0
12 25 3 0.0
12 25 4 0.0
12 25 5 0.0
12 25 6 0.1065
12 25 7 0.3248
12 25 8 0.4782
12 25 9 0.6387
12 25 10 0.8024
12 25 11 0.9626
12 25 12 1.0622
12 25 13 1.0031
12 25 14 0.9433
12 25 15 0.7739
12 25 16 0.7664
12 25 17 0.4799
12 25 18 0.321
12 25 19 0.0985
12 25 20 0.0
12 25 21 0.0
12 25 22 0.0
12 25 23 0.0
12 25 24 0.0
12 26 1 0.0
12 26 2 0.0
12 26 3 0.0
12 26 4 0.0
12 26 5 0.0
12 26 6 0.1003
12 26 7 0.2853
12 26 8 0.4953
12 26 9 0.7539
12 26 10 0.7857
12 26 11 0.9738
12 26 12 0.9831
12 26 13 0.9211
12 26 14 0.92
12 26 15 0.8005
12 26 16 0.7308
12 26 17 0.4632
12 26 18 0.2743
12 26 19 0.0903
12 26 20 0.0
12 26 21 0.0
12 26 22 0.0
12 26 23 0.0
12 26 24 0.0
12 27 1 0.0
12 27 2 0.0
12 27 3 0.0
12 27 4 0.0
12 27 5 0.0
12 27 6 0.0976
12 27 7 0.2872
12 27 8 0.4663
12 27 9 0.6601
12 27 10 0.9266
12 27 11 0.9829
12 27 12 1.0169
12 27 13 0.9289
12 27 14 0.9688
12 27 15 0.9193
12 27 16 0.6702
12 27 17 0.4541
12 27 18 0.2881
12 27 19 0.0982
12 27 20 0.0
12 27 21 0.0
12 27 22 0.0
12 27 23 0.0
12 27 24 0.0
12 28 1 0.0
12 28 2 0.0
12 28 3 0.0
12 28 4 0.0
12 28 5 0.0
12 28 6 0.1093
12 28 7 0.3078
12 28 8 0.5144
12 28 9 0.7478
12 28 10 0.7952
12 28 11 1.0195
12 28 12 0.9768
12 28 13 0.9376
12 28 14 0.9662
12 28 15 0.7918
12 28 16 0.6472
12 28 17 0.519
12 28 18 0.2846
12 28 19 0.0918
12 28 20 0.0
12 28 21 0.0
12 28 22 0.0
12 28 23 0.0
12 28 24 0.0
12 29 1 0.0
12 29 2 0.0
12 29 3 0.0
12 29 4 0.0
12 29 5 0.0
12 29 6 0.1011
12 29 7 0.297
12 29 8 0.4629
12 29 9 0.672
12 29 10 0.9178
12 29 11 0.9797
12 29 12 1.0543
12 29 13 1.0399
12 29 14 0.8835
12 29 15 0.7682
12 29 16 0.7121
12 29 17 0.4828
12 29 18 0.3142
12 29 19 0.1018
12 29 20 0.0
12 29 21 0.0
12 29 22 0.0
12 29 23 0.0
12 29 24 0.0
12 30 1 0.0
12 30 2 0.0
12 30 3 0.0
12 30 4 0.0
12 30 5 0.0
12 30 6 0.1024
12 30 7 0.3136
12 30 8 0.5168
12 30 9 0.6942
12 30 10 0.8519
12 30 11 0.8712
12 30 12 0.9516
12 30 13 1.0147
12 30 14 1.0055
12 30 15 0.7977
12 30 16 0.7547
12 30 17 0.4837
12 30 18 0.3263
12 30 19 0.0954
12 30 20 0.0
12 30 21 0.0
12 30 22 0.0
12 30 23 0.0
12 30 24 0.0
12 31 1 0.0
12 31 2 0.0
12 31 3 0.0
12 31 4 0.0
12 31 5 0.0
12 31 6 0.1012
12 31 7 0.324
12 31 8 0.5324
12 31 9 0.6348
12 31 10 0.9033
12 31 11 0.8846
12 31 12 0.9843
12 31 13 0.9931
12 31 14 0.8887
12 31 15 0.8206
12 31 16 0.7679
12 31 17 0.5292
12 31 18 0.2852
12 31 19 0.0942
12 31 20 0.0
12 31 21 0.0
12 31 22 0.0
12 31 23 0.0
12 31 24 0.0
12 32 1 0.0
12 32 2 0.0
12 32 3 0.0
12 32 4 0.0
12 32 5 0.0
12 32 6 0.0904
12 32 7 0.2782
12 32 8 0.5143
12 32 9 0.7164
12 32 10 0.8503
12 32 11 1.0074
12 32 12 0.9411
12 32 13 1.075
12 32 14 0.9634
12 32 15 0.8243
12 32 16 0.7276
12 32 17 0.5176
12 32 18 0.3075
12 32 19 0.1091
12 32 20 0.0
12 32 21 0.0
12 32 22 0.0
12 32 23 0.0
12 32 24 0.0
12 33 1 0.0
12 33 2 0.0
12 33 3 0.0
12 33 4 0.0
12 33 5 0.0
12 33 6 0.1077
12 33 7 0.2798
12 33 8 0.4672
12 33 9 0.7584
12 33 10 0.935
12 33 11 0.9154
12 33 12 1.0495
12 33 13 1.0415
12 33 14 0.9555
12 33 15 0.8275
12 33 16 0.7153
12 33 17 0.4825
12 33 18 0.2881
12 33 19 0.1005
12 33 20 0.0
12 33 21 0.0
12 33 22 0.0
12 33 23 0.0
12 33 24 0.0
13 2 1 0.0
13 2 2 0.0
13 2 3 0.0
13 2 4 0.0
13 2 5 0.0
13 2 6 0.1004
13 2 7 0.2781
13 2 8 0.5424
13 2 9 0.6638
13 2 10 0.8533
13 2 11 0.9288
13 2 12 1.018
13 2 13 0.9747
13 2 14 0.8646
13 2 15 0.7765
13 2 16 0.7159
13 2 17 0.4872
13 2 18 0.284
13 2 19 0.1044
13 2 20 0.0
13 2 21 0.0
13 2 22 0.0
13 2 23 0.0
13 2 24 0.0
13 3 1 0.0
13 3 2 0.0
13 3 3 0.0
13 3 4 0.0
13 3 5 0.0
13 3 6 0.0949
13 3 7 0.3255
13 3 8 0.5374
13 3 9 0.6952
13 3 10 0.8052
13 3 11 1.0026
13 3 12 0.9241
13 3 13 0.8943
13 3 14 0.8338
13 3 15 0.8448
13 3 16 0.698
13 3 17 0.5387
13 3 18 0.2921
13 3 19 0.0915
