
param Demanda :=
8 31 9 0.3304
8 31 10 0.4918
8 31 11 0.4391
8 31 12 0.4607
8 31 13 0.5625
8 31 14 0.4005
8 31 15 0.3962
8 31 16 0.4634
8 31 17 0.4423
8 31 18 0.534
8 31 19 0.781
8 31 20 0.988
8 31 21 0.8988
8 31 22 0.9501
8 31 23 0.58
8 31 24 0.3662
8 32 1 0.2881
8 32 2 0.286
8 32 3 0.2724
8 32 4 0.2835
8 32 5 0.3377
8 32 6 0.3119
8 32 7 0.4055
8 32 8 0.3652
8 32 9 0.4053
8 32 10 0.4958
8 32 11 0.5228
8 32 12 0.5334
8 32 13 0.5009
8 32 14 0.5272
8 32 15 0.4317
8 32 16 0.4311
8 32 17 0.5456
8 32 18 0.5666
8 32 19 0.8478
8 32 20 1.054
8 32 21 0.879
8 32 22 0.7305
8 32 23 0.5711
8 32 24 0.4887
8 33 1 0.4334
8 33 2 0.4114
8 33 3 0.3503
8 33 4 0.479
8 33 5 0.3838
8 33 6 0.4901
8 33 7 0.6319
8 33 8 0.7014
8 33 9 0.5829
8 33 10 0.6462
8 33 11 0.6321
8 33 12 0.5349
8 33 13 0.5423
8 33 14 0.5905
8 33 15 0.5595
8 33 16 0.5568
8 33 17 0.4615
8 33 18 0.571
8 33 19 0.7567
8 33 20 0.822
8 33 21 1.0643
8 33 22 0.8335
8 33 23 0.7028
8 33 24 0.5599
9 2 1 0.3281
9 2 2 0.3642
9 2 3 0.3795
9 2 4 0.3078
9 2 5 0.3609
9 2 6 0.3268
9 2 7 0.389
9 2 8 0.5841
9 2 9 0.6624
9 2 10 0.5298
9 2 11 0.5562
9 2 12 1.0521
9 2 13 1.0032
9 2 14 0.7814
9 2 15 0.6436
9 2 16 0.5942
9 2 17 0.5263
9 2 18 0.4529
9 2 19 0.6353
9 2 20 0.6715
9 2 21 0.7569
9 2 22 0.6771
9 2 23 0.6477
9 2 24 0.5732
9 3 1 0.2836
9 3 2 0.2617
9 3 3 0.2555
9 3 4 0.2614
9 3 5 0.2478
9 3 6 0.3723
9 3 7 0.4303
9 3 8 0.3358
9 3 9 0.3393
9 3 10 0.4829
9 3 11 0.3949
9 3 12 0.4337
9 3 13 0.504
9 3 14 0.3843
9 3 15 0.3949
9 3 16 0.4284
9 3 17 0.4726
9 3 18 0.4702
9 3 19 0.7457
9 3 20 0.9906
9 3 21 1.007
9 3 22 0.9818
9 3 23 0.6562
9 3 24 0.3436
9 4 1 0.3266
9 4 2 0.4127
9 4 3 0.3858
9 4 4 0.3569
9 4 5 0.3281
9 4 6 0.3258
9 4 7 0.3531
9 4 8 0.5914
9 4 9 0.6356
9 4 10 0.5145
9 4 11 0.5281
9 4 12 0.9912
9 4 13 0.8751
9 4 14 0.6703
9 4 15 0.7061
9 4 16 0.65
9 4 17 0.5709
9 4 18 0.4556
9 4 19 0.661
9 4 20 0.6802
9 4 21 0.9052
9 4 22 0.7743
9 4 23 0.7337
9 4 24 0.6042
9 5 1 0.3049
9 5 2 0.2501
9 5 3 0.2409
9 5 4 0.2509
9 5 5 0.2423
9 5 6 0.3855
9 5 7 0.4366
9 5 8 0.3306
9 5 9 0.3639
9 5 10 0.4193
9 5 11 0.4295
9 5 12 0.4766
9 5 13 0.5487
9 5 14 0.3691
9 5 15 0.4255
9 5 16 0.4092
9 5 17 0.5032
9 5 18 0.4803
9 5 19 0.828
9 5 20 0.8311
9 5 21 0.8919
9 5 22 1.0859
9 5 23 0.6897
9 5 24 0.4053
9 6 1 0.3283
9 6 2 0.2471
9 6 3 0.2758
9 6 4 0.2576
9 6 5 0.2196
9 6 6 0.4158
9 6 7 0.4123
9 6 8 0.3588
9 6 9 0.3546
9 6 10 0.4551
9 6 11 0.3996
9 6 12 0.47
9 6 13 0.5554
9 6 14 0.3821
9 6 15 0.4209
9 6 16 0.4531
9 6 17 0.4956
9 6 18 0.5649
9 6 19 0.8044
9 6 20 0.935
9 6 21 0.9608
9 6 22 1.0873
9 6 23 0.5863
9 6 24 0.3586
9 7 1 0.3195
9 7 2 0.2693
9 7 3 0.2599
9 7 4 0.2517
9 7 5 0.2172
9 7 6 0.4436
9 7 7 0.4216
9 7 8 0.3387
9 7 9 0.3848
9 7 10 0.43
9 7 11 0.4231
9 7 12 0.4472
9 7 13 0.5972
9 7 14 0.3822
9 7 15 0.3853
9 7 16 0.4118
9 7 17 0.4672
9 7 18 0.5246
9 7 19 0.7077
9 7 20 0.8352
9 7 21 0.9035
9 7 22 1.0896
9 7 23 0.6994
9 7 24 0.3851
9 8 1 0.2766
9 8 2 0.2253
9 8 3 0.2683
9 8 4 0.2445
9 8 5 0.2372
9 8 6 0.4024
9 8 7 0.7572
9 8 8 0.4234
9 8 9 0.4615
9 8 10 0.3931
9 8 11 0.3544
9 8 12 0.5147
9 8 13 0.4397
9 8 14 0.4154
9 8 15 0.405
9 8 16 0.4163
9 8 17 0.5285
9 8 18 0.346
9 8 19 0.662
9 8 20 0.862
9 8 21 0.9483
9 8 22 0.9074
9 8 23 0.6232
9 8 24 0.3742
9 9 1 0.2958
9 9 2 0.2839
9 9 3 0.2727
9 9 4 0.2492
9 9 5 0.2387
9 9 6 0.4091
9 9 7 0.4269
9 9 8 0.3532
9 9 9 0.3314
9 9 10 0.4189
9 9 11 0.4403
9 9 12 0.4788
9 9 13 0.6094
9 9 14 0.3831
9 9 15 0.4494
9 9 16 0.4092
9 9 17 0.4508
9 9 18 0.5155
9 9 19 0.8424
9 9 20 0.8815
9 9 21 0.9272
9 9 22 0.9618
9 9 23 0.6138
9 9 24 0.3371
9 10 1 0.3184
9 10 2 0.2752
9 10 3 0.2842
9 10 4 0.2445
9 10 5 0.2172
9 10 6 0.3969
9 10 7 0.4431
9 10 8 0.3875
9 10 9 0.3313
9 10 10 0.4367
9 10 11 0.4099
9 10 12 0.4495
9 10 13 0.5395
9 10 14 0.3849
9 10 15 0.4192
9 10 16 0.4061
9 10 17 0.5117
9 10 18 0.5078
9 10 19 0.7656
9 10 20 0.9665
9 10 21 0.9793
9 10 22 1.0007
9 10 23 0.5834
9 10 24 0.3595
9 11 1 0.2726
9 11 2 0.279
9 11 3 0.2385
9 11 4 0.2614
9 11 5 0.2995
9 11 6 0.3226
9 11 7 0.3559
9 11 8 0.3368
9 11 9 0.3828
9 11 10 0.4454
9 11 11 0.5062
9 11 12 0.5728
9 11 13 0.5091
9 11 14 0.5027
9 11 15 0.4543
9 11 16 0.4566
9 11 17 0.4955
9 11 18 0.6275
9 11 19 0.8971
9 11 20 0.9473
9 11 21 0.9713
9 11 22 0.7838
9 11 23 0.5796
9 11 24 0.4422
9 12 1 0.2805
9 12 2 0.2446
9 12 3 0.2646
9 12 4 0.2362
9 12 5 0.222
9 12 6 0.4509
9 12 7 0.6479
9 12 8 0.4088
9 12 9 0.4219
9 12 10 0.3488
9 12 11 0.4049
9 12 12 0.4962
9 12 13 0.3947
9 12 14 0.3435
9 12 15 0.4041
9 12 16 0.3716
9 12 17 0.4441
9 12 18 0.3417
9 12 19 0.5719
9 12 20 0.8118
9 12 21 1.0353
9 12 22 0.8656
9 12 23 0.6438
9 12 24 0.3424
9 13 1 0.4604
9 13 2 0.4186
9 13 3 0.3544
9 13 4 0.4686
9 13 5 0.413
9 13 6 0.5618
9 13 7 0.6158
9 13 8 0.7368
9 13 9 0.6324
9 13 10 0.6024
9 13 11 0.586
9 13 12 0.5751
9 13 13 0.6102
9 13 14 0.5614
9 13 15 0.6354
9 13 16 0.5892
9 13 17 0.5221
9 13 18 0.503
9 13 19 0.7348
9 13 20 0.8029
9 13 21 1.0708
9 13 22 0.8546
9 13 23 0.7317
9 13 24 0.5357
9 14 1 0.3401
9 14 2 0.4071
9 14 3 0.4082
9 14 4 0.3701
9 14 5 0.3547
9 14 6 0.3494
9 14 7 0.3629
9 14 8 0.5708
9 14 9 0.6678
9 14 10 0.5488
9 14 11 0.5977
9 14 12 0.9133
9 14 13 0.9556
9 14 14 0.7108
9 14 15 0.6915
9 14 16 0.6131
9 14 17 0.5802
9 14 18 0.4711
9 14 19 0.6155
9 14 20 0.6914
9 14 21 0.8081
9 14 22 0.7174
9 14 23 0.682
9 14 24 0.5795
9 15 1 0.3223
9 15 2 0.248
9 15 3 0.2704
9 15 4 0.2921
9 15 5 0.263
9 15 6 0.4232
9 15 7 0.399
9 15 8 0.3519
9 15 9 0.3564
9 15 10 0.4246
9 15 11 0.3787
9 15 12 0.4849
9 15 13 0.5335
9 15 14 0.3638
9 15 15 0.4158
9 15 16 0.4441
9 15 17 0.447
9 15 18 0.5099
9 15 19 0.7021
9 15 20 0.9726
9 15 21 1.0687
9 15 22 0.9814
9 15 23 0.6159
9 15 24 0.3876
9 16 1 0.2875
9 16 2 0.252
9 16 3 0.2806
9 16 4 0.2566
9 16 5 0.2523
9 16 6 0.4195
9 16 7 0.4727
9 16 8 0.3364
9 16 9 0.3609
9 16 10 0.4721
9 16 11 0.3756
9 16 12 0.4695
9 16 13 0.5346
9 16 14 0.3668
9 16 15 0.3805
9 16 16 0.4163
9 16 17 0.516
9 16 18 0.4912
9 16 19 0.7635
9 16 20 0.8632
9 16 21 0.9407
9 16 22 1.0657
9 16 23 0.6099
9 16 24 0.3928
9 17 1 0.2575
9 17 2 0.268
9 17 3 0.253
9 17 4 0.258
9 17 5 0.2107
9 17 6 0.4258
9 17 7 0.6552
9 17 8 0.4372
9 17 9 0.4136
9 17 10 0.3646
9 17 11 0.3539
9 17 12 0.5417
9 17 13 0.44
9 17 14 0.3472
9 17 15 0.3945
9 17 16 0.3928
9 17 17 0.5069
9 17 18 0.3411
9 17 19 0.5607
9 17 20 0.7847
9 17 21 0.9932
9 17 22 0.7969
9 17 23 0.7287
9 17 24 0.3726
9 18 1 0.4358
9 18 2 0.4043
9 18 3 0.3914
9 18 4 0.4342
9 18 5 0.3934
9 18 6 0.5107
9 18 7 0.7195
9 18 8 0.6784
9 18 9 0.6376
9 18 10 0.6363
9 18 11 0.6884
9 18 12 0.4874
9 18 13 0.5648
9 18 14 0.6792
9 18 15 0.5511
9 18 16 0.621
9 18 17 0.4535
9 18 18 0.5899
9 18 19 0.7143
9 18 20 0.8512
9 18 21 0.9379
9 18 22 0.7657
9 18 23 0.6497
9 18 24 0.5964
9 19 1 0.2669
9 19 2 0.2341
9 19 3 0.2603
9 19 4 0.2371
9 19 5 0.2077
9 19 6 0.425
9 19 7 0.7082
9 19 8 0.4291
9 19 9 0.4197
9 19 10 0.3418
9 19 11 0.3687
9 19 12 0.5151
9 19 13 0.4218
9 19 14 0.4121
9 19 15 0.3433
9 19 16 0.4143
9 19 17 0.528
9 19 18 0.3327
9 19 19 0.5627
9 19 20 0.817
9 19 21 0.9344
9 19 22 0.7839
9 19 23 0.7362
9 19 24 0.3823
9 20 1 0.3193
9 20 2 0.3669
9 20 3 0.4078
9 20 4 0.3262
9 20 5 0.3106
9 20 6 0.3666
9 20 7 0.3358
9 20 8 0.5963
9 20 9 0.618
9 20 10 0.5406
9 20 11 0.5234
9 20 12 0.9972
9 20 13 1.0152
9 20 14 0.809
9 20 15 0.6385
9 20 16 0.5856
9 20 17 0.5783
9 20 18 0.4817
9 20 19 0.6088
9 20 20 0.7038
9 20 21 0.8073
9 20 22 0.7091
9 20 23 0.7228
9 20 24 0.5074
9 21 1 0.3363
9 21 2 0.3605
9 21 3 0.3644
9 21 4 0.3523
9 21 5 0.3187
9 21 6 0.3888
9 21 7 0.3552
9 21 8 0.567
9 21 9 0.5724
9 21 10 0.5307
9 21 11 0.593
9 21 12 1.0316
9 21 13 0.8842
9 21 14 0.6887
9 21 15 0.7057
9 21 16 0.6542
9 21 17 0.5504
9 21 18 0.4682
9 21 19 0.6361
9 21 20 0.7468
9 21 21 0.8245
9 21 22 0.7621
9 21 23 0.609
9 21 24 0.5655
9 22 1 0.4593
9 22 2 0.4058
9 22 3 0.381
9 22 4 0.4328
9 22 5 0.3691
9 22 6 0.4779
9 22 7 0.6504
9 22 8 0.7462
9 22 9 0.5914
9 22 10 0.6093
9 22 11 0.6918
9 22 12 0.5115
9 22 13 0.5328
9 22 14 0.5648
9 22 15 0.5859
9 22 16 0.6338
9 22 17 0.4431
9 22 18 0.5238
9 22 19 0.6679
9 22 20 0.7616
9 22 21 1.061
9 22 22 0.7646
9 22 23 0.6712
9 22 24 0.5992
9 23 1 0.3087
9 23 2 0.3448
9 23 3 0.3634
9 23 4 0.3618
9 23 5 0.315
9 23 6 0.3889
9 23 7 0.4053
9 23 8 0.5582
9 23 9 0.5859
9 23 10 0.515
9 23 11 0.5192
9 23 12 1.0451
9 23 13 1.0447
9 23 14 0.6732
9 23 15 0.6617
9 23 16 0.6202
9 23 17 0.5718
9 23 18 0.46
9 23 19 0.6528
9 23 20 0.7893
9 23 21 0.8036
9 23 22 0.755
9 23 23 0.6397
9 23 24 0.5401
9 24 1 0.3243
9 24 2 0.264
9 24 3 0.2842
9 24 4 0.2733
9 24 5 0.2592
9 24 6 0.4254
9 24 7 0.4263
9 24 8 0.3408
9 24 9 0.3486
9 24 10 0.4468
9 24 11 0.4303
9 24 12 0.4604
9 24 13 0.5434
9 24 14 0.3732
9 24 15 0.394
9 24 16 0.4689
9 24 17 0.4727
9 24 18 0.5103
9 24 19 0.7538
9 24 20 0.848
9 24 21 0.9895
9 24 22 1.0302
9 24 23 0.5921
9 24 24 0.3513
9 25 1 0.2801
9 25 2 0.2745
9 25 3 0.2825
9 25 4 0.2466
9 25 5 0.2084
9 25 6 0.4329
9 25 7 0.6615
9 25 8 0.4522
9 25 9 0.475
9 25 10 0.3674
9 25 11 0.3561
9 25 12 0.5351
9 25 13 0.3671
9 25 14 0.3804
9 25 15 0.3466
9 25 16 0.3979
9 25 17 0.5173
9 25 18 0.3366
9 25 19 0.6526
9 25 20 0.7449
9 25 21 0.9953
9 25 22 0.9275
9 25 23 0.7549
9 25 24 0.335
9 26 1 0.2932
9 26 2 0.2836
9 26 3 0.2625
9 26 4 0.2952
9 26 5 0.2175
9 26 6 0.4278
9 26 7 0.4188
9 26 8 0.3931
9 26 9 0.3435
9 26 10 0.4872
9 26 11 0.3766
9 26 12 0.4613
9 26 13 0.5364
9 26 14 0.3949
9 26 15 0.3814
9 26 16 0.4127
9 26 17 0.4445
9 26 18 0.5182
9 26 19 0.7893
9 26 20 0.9712
9 26 21 0.9182
9 26 22 0.9068
9 26 23 0.5934
9 26 24 0.3934
9 27 1 0.2635
9 27 2 0.2306
9 27 3 0.2655
9 27 4 0.2654
9 27 5 0.2161
9 27 6 0.4733
9 27 7 0.7219
9 27 8 0.409
9 27 9 0.4635
9 27 10 0.3749
9 27 11 0.3576
9 27 12 0.4867
9 27 13 0.3865
9 27 14 0.3468
9 27 15 0.3712
9 27 16 0.374
9 27 17 0.5082
9 27 18 0.3251
9 27 19 0.5963
9 27 20 0.7642
9 27 21 1.0817
9 27 22 0.8071
9 27 23 0.6711
9 27 24 0.3681
9 28 1 0.2726
9 28 2 0.2676
9 28 3 0.279
9 28 4 0.2728
9 28 5 0.2149
9 28 6 0.447
9 28 7 0.6273
9 28 8 0.4275
9 28 9 0.4674
9 28 10 0.3917
9 28 11 0.4116
9 28 12 0.4734
9 28 13 0.4151
9 28 14 0.3473
9 28 15 0.3694
9 28 16 0.3884
9 28 17 0.447
9 28 18 0.3432
9 28 19 0.6371
9 28 20 0.7307
9 28 21 0.953
9 28 22 0.8415
9 28 23 0.7013
9 28 24 0.3845
9 29 1 0.356
9 29 2 0.3773
9 29 3 0.3526
9 29 4 0.3159
9 29 5 0.355
9 29 6 0.3917
9 29 7 0.3398
9 29 8 0.5653
9 29 9 0.6235
9 29 10 0.468
9 29 11 0.5614
9 29 12 0.9849
9 29 13 1.0196
9 29 14 0.728
9 29 15 0.6566
9 29 16 0.6146
9 29 17 0.5253
9 29 18 0.4983
9 29 19 0.6663
9 29 20 0.7956
9 29 21 0.7988
9 29 22 0.69
9 29 23 0.6364
9 29 24 0.5447
9 30 1 0.2807
9 30 2 0.2548
9 30 3 0.2414
9 30 4 0.2444
9 30 5 0.2466
9 30 6 0.4295
9 30 7 0.6297
9 30 8 0.4602
9 30 9 0.4309
9 30 10 0.3613
9 30 11 0.3634
9 30 12 0.4789
9 30 13 0.3963
9 30 14 0.4165
9 30 15 0.3938
9 30 16 0.439
9 30 17 0.448
9 30 18 0.3357
9 30 19 0.6114
9 30 20 0.8721
9 30 21 0.9288
9 30 22 0.8307
9 30 23 0.7019
9 30 24 0.3638
9 31 1 0.4817
9 31 2 0.4029
9 31 3 0.4154
9 31 4 0.4247
9 31 5 0.3622
9 31 6 0.5009
9 31 7 0.6465
9 31 8 0.72
9 31 9 0.5997
9 31 10 0.5525
9 31 11 0.6858
9 31 12 0.5861
9 31 13 0.5611
9 31 14 0.675
9 31 15 0.6128
9 31 16 0.6647
9 31 17 0.5077
9 31 18 0.5914
9 31 19 0.7707
9 31 20 0.8589
9 31 21 0.9058
9 31 22 0.8493
9 31 23 0.6726
9 31 24 0.5637
9 32 1 0.4069
9 32 2 0.3832
9 32 3 0.4008
9 32 4 0.3962
9 32 5 0.3852
9 32 6 0.5482
9 32 7 0.6889
9 32 8 0.6249
9 32 9 0.563
9 32 10 0.5621
9 32 11 0.6255
9 32 12 0.508
9 32 13 0.571
9 32 14 0.5799
9 32 15 0.6278
9 32 16 0.5915
9 32 17 0.5037
9 32 18 0.581
9 32 19 0.7078
9 32 20 0.8026
9 32 21 1.0245
9 32 22 0.8217
9 32 23 0.7252
9 32 24 0.6033
9 33 1 0.3363
9 33 2 0.3547
9 33 3 0.3762
9 33 4 0.3699
9 33 5 0.3646
9 33 6 0.3568
9 33 7 0.3628
9 33 8 0.5947
9 33 9 0.6506
9 33 10 0.5198
9 33 11 0.5463
9 33 12 0.9675
9 33 13 1.0388
9 33 14 0.7352
9 33 15 0.6731
9 33 16 0.6066
9 33 17 0.5533
9 33 18 0.4844
9 33 19 0.6274
9 33 20 0.6717
9 33 21 0.8048
9 33 22 0.667
9 33 23 0.715
9 33 24 0.565
10 2 1 0.3013
10 2 2 0.3676
10 2 3 0.3964
10 2 4 0.3451
10 2 5 0.3172
10 2 6 0.3756
10 2 7 0.3443
10 2 8 0.6258
10 2 9 0.6805
10 2 10 0.4989
10 2 11 0.5691
10 2 12 0.9549
10 2 13 0.968
10 2 14 0.795
10 2 15 0.6664
10 2 16 0.6771
10 2 17 0.4875
10 2 18 0.4996
10 2 19 0.6228
10 2 20 0.6722
10 2 21 0.8273
10 2 22 0.699
10 2 23 0.6259
10 2 24 0.6031
10 3 1 0.276
10 3 2 0.2831
10 3 3 0.2547
10 3 4 0.2758
10 3 5 0.2405
10 3 6 0.407
10 3 7 0.4787
10 3 8 0.3486
10 3 9 0.3316
10 3 10 0.4485
10 3 11 0.4089
10 3 12 0.4717
10 3 13 0.5865
10 3 14 0.4029
10 3 15 0.4467
10 3 16 0.4106
10 3 17 0.4889
10 3 18 0.5319
10 3 19 0.6956
10 3 20 0.9883
10 3 21 1.062
10 3 22 0.9434
10 3 23 0.6378
10 3 24 0.3814
10 4 1 0.2797
10 4 2 0.2714
10 4 3 0.2544
10 4 4 0.26
10 4 5 0.2437
10 4 6 0.4437
10 4 7 0.4687
10 4 8 0.3527
10 4 9 0.3371
10 4 10 0.4122
10 4 11 0.4053
10 4 12 0.4622
10 4 13 0.5609
10 4 14 0.4017
10 4 15 0.3748
10 4 16 0.4713
10 4 17 0.5077
10 4 18 0.4816
10 4 19 0.8407
10 4 20 0.8215
10 4 21 0.9197
10 4 22 1.0245
10 4 23 0.676
10 4 24 0.3442
10 5 1 0.284
10 5 2 0.2879
10 5 3 0.2697
10 5 4 0.2825
10 5 5 0.2939
10 5 6 0.3488
10 5 7 0.3556
10 5 8 0.3387
10 5 9 0.4071
10 5 10 0.5028
10 5 11 0.4862
10 5 12 0.5961
10 5 13 0.5224
10 5 14 0.5034
10 5 15 0.4497
10 5 16 0.3995
10 5 17 0.5497
10 5 18 0.5729
10 5 19 1.0024
10 5 20 0.9184
10 5 21 0.9654
10 5 22 0.7867
10 5 23 0.6252
10 5 24 0.4903
10 6 1 0.2985
10 6 2 0.2354
10 6 3 0.2492
10 6 4 0.2375
10 6 5 0.2144
10 6 6 0.3966
10 6 7 0.6288
10 6 8 0.4406
10 6 9 0.4091
10 6 10 0.3372
10 6 11 0.3906
10 6 12 0.4831
10 6 13 0.3836
10 6 14 0.3454
10 6 15 0.3468
10 6 16 0.3876
10 6 17 0.4944
10 6 18 0.3122
10 6 19 0.5638
10 6 20 0.8567
10 6 21 0.9397
10 6 22 0.785
10 6 23 0.719
10 6 24 0.3847
10 7 1 0.3096
10 7 2 0.3042
10 7 3 0.2495
10 7 4 0.2864
10 7 5 0.2991
10 7 6 0.3074
10 7 7 0.3504
10 7 8 0.3748
10 7 9 0.3891
10 7 10 0.4517
10 7 11 0.4907
10 7 12 0.5181
10 7 13 0.562
10 7 14 0.4724
10 7 15 0.4507
10 7 16 0.4043
10 7 17 0.5282
10 7 18 0.5699
10 7 19 0.927
10 7 20 0.9304
10 7 21 0.8879
10 7 22 0.696
10 7 23 0.6573
10 7 24 0.442
10 8 1 0.2668
10 8 2 0.3252
10 8 3 0.2546
10 8 4 0.2433
10 8 5 0.283
10 8 6 0.3566
10 8 7 0.4117
10 8 8 0.385
10 8 9 0.4299
10 8 10 0.4539
10 8 11 0.5181
10 8 12 0.4962
10 8 13 0.5886
10 8 14 0.4983
10 8 15 0.4672
10 8 16 0.4607
10 8 17 0.4913
10 8 18 0.5751
10 8 19 0.8502
10 8 20 1.0094
10 8 21 0.8159
10 8 22 0.6967
10 8 23 0.6636
10 8 24 0.4547
10 9 1 0.2969
10 9 2 0.2275
10 9 3 0.2832
10 9 4 0.2604
10 9 5 0.2334
10 9 6 0.4566
10 9 7 0.7067
10 9 8 0.4249
10 9 9 0.4308
10 9 10 0.3781
10 9 11 0.3585
10 9 12 0.4646
10 9 13 0.3997
10 9 14 0.347
10 9 15 0.3622
10 9 16 0.427
10 9 17 0.5322
10 9 18 0.3593
10 9 19 0.5905
10 9 20 0.8078
10 9 21 1.0175
10 9 22 0.7883
10 9 23 0.6507
10 9 24 0.3534
10 10 1 0.3136
10 10 2 0.2687
10 10 3 0.2698
10 10 4 0.2563
10 10 5 0.2214
10 10 6 0.3864
10 10 7 0.4031
10 10 8 0.3581
10 10 9 0.3371
10 10 10 0.4263
10 10 11 0.4389
10 10 12 0.4845
10 10 13 0.5961
10 10 14 0.3889
10 10 15 0.3932
10 10 16 0.454
10 10 17 0.4534
10 10 18 0.4806
10 10 19 0.7751
10 10 20 0.9059
10 10 21 1.0269
10 10 22 1.0419
10 10 23 0.6693
10 10 24 0.3619
10 11 1 0.2882
10 11 2 0.3102
10 11 3 0.2672
10 11 4 0.2937
10 11 5 0.3282
10 11 6 0.3305
10 11 7 0.3637
10 11 8 0.371
10 11 9 0.4023
10 11 10 0.4648
10 11 11 0.5174
10 11 12 0.5712
10 11 13 0.5041
10 11 14 0.5134
10 11 15 0.4385
10 11 16 0.3821
10 11 17 0.5031
10 11 18 0.6078
10 11 19 0.8728
10 11 20 0.9193
10 11 21 0.8619
10 11 22 0.6899
10 11 23 0.6734
10 11 24 0.4087
10 12 1 0.3416
10 12 2 0.3803
10 12 3 0.4026
10 12 4 0.3544
10 12 5 0.3454
10 12 6 0.337
10 12 7 0.3867
10 12 8 0.5871
10 12 9 0.5646
10 12 10 0.4705
10 12 11 0.5161
10 12 12 1.0744
10 12 13 0.9261
10 12 14 0.8
10 12 15 0.6278
10 12 16 0.6348
10 12 17 0.5001
10 12 18 0.4518
10 12 19 0.5656
10 12 20 0.6664
10 12 21 0.8601
10 12 22 0.6694
10 12 23 0.607
10 12 24 0.5487
10 13 1 0.2939
10 13 2 0.2933
10 13 3 0.2343
10 13 4 0.2757
10 13 5 0.2276
10 13 6 0.3876
10 13 7 0.4142
10 13 8 0.377
10 13 9 0.3644
10 13 10 0.4538
10 13 11 0.3768
10 13 12 0.4923
10 13 13 0.5787
10 13 14 0.4091
10 13 15 0.3705
10 13 16 0.4223
10 13 17 0.5042
10 13 18 0.4903
10 13 19 0.8347
10 13 20 0.8237
10 13 21 0.9514
10 13 22 1.08
10 13 23 0.6061
10 13 24 0.3395
10 14 1 0.3292
10 14 2 0.2898
10 14 3 0.2502
10 14 4 0.277
10 14 5 0.2585
10 14 6 0.4075
10 14 7 0.4773
10 14 8 0.3545
10 14 9 0.3314
10 14 10 0.4764
10 14 11 0.4334
10 14 12 0.4221
10 14 13 0.6014
10 14 14 0.4096
10 14 15 0.4253
10 14 16 0.4222
10 14 17 0.4504
10 14 18 0.5665
10 14 19 0.8219
10 14 20 0.8431
10 14 21 0.9113
10 14 22 1.0115
10 14 23 0.5846
10 14 24 0.3947
10 15 1 0.2701
10 15 2 0.2354
10 15 3 0.2558
10 15 4 0.2409
10 15 5 0.2288
10 15 6 0.4766
10 15 7 0.7257
10 15 8 0.4665
10 15 9 0.407
10 15 10 0.34
10 15 11 0.3539
10 15 12 0.4823
10 15 13 0.4086
10 15 14 0.3856
10 15 15 0.3458
10 15 16 0.3744
10 15 17 0.4414
10 15 18 0.3464
10 15 19 0.6109
10 15 20 0.767
10 15 21 1.0668
10 15 22 0.7844
10 15 23 0.7201
10 15 24 0.3794
10 16 1 0.2968
10 16 2 0.3156
10 16 3 0.2379
10 16 4 0.2901
10 16 5 0.3121
10 16 6 0.3449
10 16 7 0.4167
10 16 8 0.345
10 16 9 0.3969
10 16 10 0.435
10 16 11 0.5701
10 16 12 0.5311
10 16 13 0.5426
10 16 14 0.4632
10 16 15 0.4416
10 16 16 0.3859
10 16 17 0.5016
10 16 18 0.6565
10 16 19 0.9651
10 16 20 1.0589
10 16 21 0.9648
10 16 22 0.78
10 16 23 0.6287
10 16 24 0.4532
10 17 1 0.2905
10 17 2 0.2457
10 17 3 0.2827
10 17 4 0.2337
10 17 5 0.2274
10 17 6 0.4543
10 17 7 0.7296
10 17 8 0.4486
10 17 9 0.4371
10 17 10 0.3556
10 17 11 0.3711
10 17 12 0.4866
10 17 13 0.4109
10 17 14 0.4095
10 17 15 0.3816
10 17 16 0.4064
10 17 17 0.4971
10 17 18 0.3449
10 17 19 0.6677
10 17 20 0.7842
10 17 21 1.0702
10 17 22 0.8272
10 17 23 0.681
10 17 24 0.3337
10 18 1 0.3214
10 18 2 0.377
10 18 3 0.3551
10 18 4 0.3281
10 18 5 0.3321
10 18 6 0.3475
10 18 7 0.352
10 18 8 0.5613
10 18 9 0.5977
10 18 10 0.5213
10 18 11 0.5522
10 18 12 0.9058
10 18 13 0.8763
10 18 14 0.7857
10 18 15 0.7208
10 18 16 0.6407
10 18 17 0.5103
10 18 18 0.4377
10 18 19 0.6372
10 18 20 0.7351
10 18 21 0.8813
10 18 22 0.752
10 18 23 0.704
10 18 24 0.5019
10 19 1 0.3585
10 19 2 0.3455
10 19 3 0.3847
10 19 4 0.3155
10 19 5 0.3453
10 19 6 0.3466
10 19 7 0.365
10 19 8 0.5713
10 19 9 0.5876
10 19 10 0.4977
10 19 11 0.552
10 19 12 1.0016
10 19 13 1.0039
10 19 14 0.7011
10 19 15 0.6476
10 19 16 0.6827
10 19 17 0.544
10 19 18 0.4785
10 19 19 0.5719
10 19 20 0.7115
10 19 21 0.8603
10 19 22 0.7116
10 19 23 0.6882
10 19 24 0.5547
10 20 1 0.277
10 20 2 0.286
10 20 3 0.2366
10 20 4 0.2691
10 20 5 0.2564
10 20 6 0.3933
10 20 7 0.4652
10 20 8 0.3265
10 20 9 0.3823
10 20 10 0.4477
10 20 11 0.3873
10 20 12 0.4215
10 20 13 0.5335
10 20 14 0.3604
10 20 15 0.4359
10 20 16 0.4457
10 20 17 0.4739
10 20 18 0.5622
10 20 19 0.7341
